dummy,first,second,Grid,Lat,Long
,348194,754403,NO4819454403,56.678495,-2.8471247
,377699,87644,SY7769987644,50.688016,-2.3170576
,541144,138070,TQ4114438070,51.124531,0.015523246
,437726,111385,SU3772611385,50.900715,-1.4648887
,452821,431905,SE5282131905,53.780802,-1.1998837
,452604,431914,SE5260431914,53.780905,-1.203175
,347360,661013,NT4736061013,55.839451,-2.8421015
,455592,262323,SP5559262323,52.256278,-1.1869959
,504568,225084,TL0456825084,51.914479,-0.48111247
,439522,296115,SP3952296115,52.56144,-1.4184263
,385453,152475,ST8545352475,51.271237,-2.209908
,314330,540378,NY1433040378,54.75102,-3.3325453
,355381,743777,NO5538143777,56.583784,-2.7279982
,535695,207603,TL3569507603,51.750694,-0.035665533
,444697,339719,SK4469739719,52.952994,-1.3361627
,321924,750200,NO2192450200,56.637092,-3.2744958
,377293,86144,SY7729386144,50.674511,-2.3227123
,319156,472510,SD1915672510,54.142038,-3.2390325
,397499,165857,ST9749965857,51.391747,-2.0373328
,417904,189004,SU1790489004,51.599597,-1.7429039
,463908,336973,SK6390836973,52.926373,-1.0507967
,349552,754769,NO4955254769,56.681932,-2.8250356
,447326,526636,NZ4732626636,54.632641,-1.2683826
,387473,87484,SY8747387484,50.686871,-2.1786918
,524112,202677,TL2411202677,51.709109,-0.20512329
,486438,414521,SE8643814521,53.620106,-0.6946815
,360850,109150,ST6085009150,50.880508,-2.5578612
,553304,108759,TQ5330408759,50.858029,0.17679638
,445555,526689,NZ4555526689,54.63328,-1.2958068
,426290,344014,SK2629044014,52.992816,-1.6097816
,323190,476408,SD2319076408,54.177683,-3.1782908
,430006,305205,SK3000605205,52.643761,-1.5579742
,372241,312458,SJ7224112458,52.709068,-2.4123018
,454515,366602,SK5451566602,53.193717,-1.1854976
,463065,338203,SK6306538203,52.937528,-1.063096
,94165,535547,NV9416535547,54.622111,-6.7397697
,491342,459844,SE9134259844,54.026515,-0.60712315
,259871,201517,SN5987101517,51.694861,-4.0288745
,301922,507805,NY0192207805,54.456127,-3.5143498
,477564,242061,SP7756442061,52.071495,-0.86978687
,456974,172845,SU5697472845,51.451731,-1.1814737
,303114,83972,SY0311483972,50.64735,-3.371726
,474827,153523,SU7482753523,51.27595,-0.92865266
,419549,330468,SK1954930468,52.871336,-1.7110185
,331456,202012,SO3145602012,51.712634,-2.9934902
,486956,187880,SU8695687880,51.58308,-0.74638776
,488765,253909,SP8876553909,52.176307,-0.70332441
,354281,249138,SO5428149138,52.138635,-2.6694324
,453307,365197,SK5330765197,53.181211,-1.2038104
,466650,292748,SP6665092748,52.528535,-1.0189755
,420075,563270,NZ2007563270,54.96366,-1.6879973
,420075,563270,NZ2007563270,54.96366,-1.6879973
,247942,648393,NS4794248393,55.705066,-4.4214458
,440912,542443,NZ4091242443,54.775243,-1.3655234
,357214,522254,NY5721422254,54.593649,-2.663685
,352103,534715,NY5210334715,54.705163,-2.7448229
,357214,522254,NY5721422254,54.593649,-2.663685
,299830,692727,NS9983092727,56.116746,-3.6125937
,342764,536649,NY4276436649,54.721563,-2.8901156
,337282,350765,SJ3728250765,53.050449,-2.9370758
,228572,102299,SS2857202299,50.794837,-4.4337836
,337320,561525,NY3732061525,54.944426,-2.9800224
,274982,849481,NH7498249481,57.518181,-4.0888634
,360869,521013,NY6086921013,54.582794,-2.6069569
,419151,283814,SP1915183814,52.45195,-1.7196252
,474944,154180,SU7494454180,51.281841,-0.92683805
,445889,360472,SK4588960472,53.139431,-1.3154741
,360546,520213,NY6054620213,54.57558,-2.6118463
,360474,506237,NY6047406237,54.449981,-2.6110818
,447691,386919,SK4769186919,53.376981,-1.2845847
,435534,261856,SP3553461856,52.253736,-1.4808783
,371893,267915,SO7189367915,52.308623,-2.4136733
,518387,201964,TL1838701964,51.703938,-0.28818244
,337921,562235,NY3792162235,54.950881,-2.9707956
,358453,519283,NY5845319283,54.567054,-2.6440899
,341449,430687,SD4144930687,53.769219,-2.8897912
,506337,436538,TA0633736538,53.814261,-0.38640764
,620521,310256,TG2052110256,52.645192,1.2582203
,460178,446809,SE6017846809,53.913944,-1.0853362
,488146,432144,SE8814632144,53.778176,-0.66386143
,375173,404114,SD7517304114,53.533088,-2.3760327
,366076,840845,NJ6607640845,57.456621,-2.5670205
,473720,318555,SK7372018555,52.759581,-0.90902377
,298368,689777,NS9836889777,56.089944,-3.6349722
,388581,337923,SJ8858137923,52.938578,-2.171353
,583313,146559,TQ8331346559,51.188855,0.62182824
,247811,249371,SN4781149371,52.121645,-4.2243821
,349401,248192,SO4940148192,52.129705,-2.7405886
,376507,508723,NY7650708723,54.47332,-2.3640254
,564356,221015,TL6435621015,51.86351,0.38553114
,402518,191739,SU0251891739,51.624464,-1.9650227
,459069,296752,SP5906996752,52.565399,-1.1299972
,581968,200694,TL8196800694,51.675535,0.63039489
,506489,177979,TQ0648977979,51.49074,-0.46756472
,475396,226763,SP7539626763,51.934279,-0.90477173
,390878,232236,SO9087832236,51.988501,-2.134248
,379052,204390,SO7905204390,51.737821,-2.3047627
,464198,359310,SK6419859310,53.127101,-1.0420467
,275342,648327,NS7534248327,55.712295,-3.985693
,422281,492570,SE2228192570,54.328219,-1.6589015
,356173,322726,SJ5617322726,52.800301,-2.6514887
,208580,207612,SN0858007612,51.734446,-4.7735235
,303030,111217,ST0303011217,50.892268,-3.3801043
,263684,649872,NS6368449872,55.723028,-4.1718752
,352544,276744,SO5254476744,52.386656,-2.6987016
,455740,243658,SP5574043658,52.088473,-1.1878881
,465176,327428,SK6517627428,52.84043,-1.0338462
,465176,327428,SK6517627428,52.84043,-1.0338462
,465176,327428,SK6517627428,52.84043,-1.0338462
,634881,253511,TM3488153511,52.129953,1.4303326
,396214,395374,SJ9621495374,53.455107,-2.0584813
,240512,114816,SS4051214816,50.910718,-4.2699681
,538602,393366,TF3860293366,53.418891,0.084130454
,464846,323140,SK6484623140,52.801928,-1.0395945
,458200,339100,SK5820039100,52.946139,-1.1353128
,458200,339100,SK5820039100,52.946139,-1.1353128
,366400,526525,NY6640026525,54.632726,-2.5220182
,216964,656725,NS1696456725,55.76913,-4.9193601
,406370,854550,NK0637054550,57.580958,-1.8951361
,490501,101487,SU9050101487,50.805881,-0.71698885
,277400,207500,SN7740007500,51.752734,-3.7775028
,436743,317567,SK3674317567,52.754472,-1.4570355
,383307,303996,SJ8330703996,52.633455,-2.2480831
,355498,488023,SD5549888023,54.285889,-2.6850854
,293723,695800,NS9372395800,56.143022,-3.7119892
,440523,257880,SP4052357880,52.217649,-1.4082732
,328855,695619,NT2885595619,56.147936,-3.1466917
,433864,557695,NZ3386457695,54.912821,-1.4733017
,328587,696532,NT2858796532,56.156097,-3.1512495
,337439,101761,ST3743901761,50.812005,-2.8893337
,239589,374868,SH3958974868,53.246523,-4.4055595
,356311,400120,SD5631100120,53.495957,-2.6600272
,424064,328579,SK2406428579,52.854173,-1.6440825
,341574,187703,ST4157487703,51.585139,-2.8446682
,427622,320179,SK2762220179,52.778494,-1.5919534
,502294,222563,TL0229422563,51.892242,-0.514909
,370395,403132,SD7039503132,53.524013,-2.4480225
,359421,429656,SD5942129656,53.761667,-2.6170129
,249374,61874,SX4937461874,50.437337,-4.1224331
,451488,354409,SK5148854409,53.084426,-1.2327545
,231611,604614,NS3161104614,55.306724,-4.6544483
,379045,327412,SJ7904527412,52.843803,-2.3125591
,311677,544058,NY1167744058,54.783621,-3.3748717
,367920,374201,SJ6792074201,53.263828,-2.4824022
,277400,207500,SN7740007500,51.752734,-3.7775028
,446486,376935,SK4648676935,53.287352,-1.3041578
,455722,319028,SK5572219028,52.765985,-1.1756109
,425671,298669,SP2567198669,52.585226,-1.6225451
,511449,454539,TA1144954539,53.974911,-0.30225879
,412833,211197,SP1283311197,51.799274,-1.8153074
,329979,198509,ST2997998509,51.68096,-3.01416
,575536,142994,TQ7553642994,51.159269,0.50891685
,254699,129962,SS5469929962,51.050575,-4.0743759
,390575,224139,SO9057524139,51.915698,-2.1384356
,388612,341995,SJ8861241995,52.975183,-2.1710363
,527020,284650,TL2702084650,52.445058,-0.13256775
,481592,439471,SE8159239471,53.845082,-0.76135269
,495086,103423,SU9508603423,50.822552,-0.6514368
,331810,334117,SJ3181034117,52.900149,-3.0151796
,436251,217933,SP3625117933,51.858812,-1.4750222
,390605,326193,SJ9060526193,52.833173,-2.1408946
,458211,339082,SK5821139082,52.945976,-1.1351524
,348519,423631,SD4851923631,53.706553,-2.7813624
,446886,367711,SK4688667711,53.204411,-1.2995129
,453720,357006,SK5372057006,53.107549,-1.1990018
,363137,396103,SJ6313796103,53.460376,-2.5566664
,442602,318698,SK4260218698,52.76421,-1.3700841
,426577,279803,SP2657779803,52.415583,-1.6106735
,410254,549392,NZ1025449392,54.839245,-1.8418706
,408820,851140,NK0882051140,57.550288,-1.8542884
,352071,474910,SD5207174910,54.167737,-2.7356232
,495586,343012,SK9558643012,52.975946,-0.57793066
,301675,532077,NY0167532077,54.67413,-3.5262843
,342489,154692,ST4248954692,51.288444,-2.8260905
,306486,113940,ST0648613940,50.917318,-3.3316793
,94437,539069,NV9443739069,54.653819,-6.7392471
,420995,267251,SP2099567251,52.302982,-1.6935233
,208543,84039,SX0854384039,50.624543,-4.7081812
,384500,828500,NJ8450028500,57.346739,-2.2591915
,77440,527096,NV7744027096,54.536051,-6.9885496
,338141,696278,NT3814196278,56.155153,-2.9974108
,353021,179008,ST5302179008,51.508038,-2.6783017
,323807,184116,ST2380784116,51.550768,-3.1002786
,646125,287835,TM4612587835,52.433035,1.6193049
,226439,330997,SH2643930997,52.848428,-4.5787879
,348869,247693,SO4886947693,52.12517,-2.7482844
,219397,650592,NS1939750592,55.715009,-4.8765759
,266542,636804,NS6654236804,55.606487,-4.120052
,547410,243820,TL4741043820,52.07313,0.1494044
,626665,329004,TG2666529004,52.81091,1.3618001
,473235,252464,SP7323552464,52.165595,-0.93069798
,469990,256921,SP6999056921,52.206079,-0.97721389
,547097,243728,TL4709743728,52.072387,0.14480135
,425850,209028,SP2585009028,51.779326,-1.6267076
,430472,121002,SU3047221002,50.987619,-1.567239
,235358,661528,NS3535861528,55.818851,-4.6294104
,540592,118937,TQ4059218937,50.952725,0.00022174
,596926,286007,TL9692686007,52.436548,0.89559352
,534472,225009,TL3447225009,51.907395,-0.04661551
,170862,40261,SW7086240261,50.217875,-5.2133522
,379939,243542,SO7993943542,52.089858,-2.2942112
,360917,102647,ST6091702647,50.822037,-2.5562127
,236152,661252,NS3615261252,55.816644,-4.616586
,393375,268559,SO9337568559,52.315097,-2.0986065
,116494,568756,NW1649468756,54.932689,-6.427453
,252332,198930,SS5233298930,51.669683,-4.1367787
,509282,211574,TL0928211574,51.792154,-0.41687091
,324885,699061,NT2488599061,56.178244,-3.2115478
,325713,360456,SJ2571360456,53.13606,-3.1118726
,273164,679927,NS7316479927,55.995475,-4.035118
,274229,678358,NS7422978358,55.981667,-4.0173209
,428673,328890,SK2867328890,52.856744,-1.5756115
,343541,537078,NY4354137078,54.725506,-2.8781376
,366904,471171,SD6690471171,54.135309,-2.508027
,273746,680043,NS7374680043,55.99667,-4.0258479
,459055,348508,SK5905548508,53.030606,-1.1208755
,283438,693163,NS8343893163,56.116939,-3.8762647
,361972,618210,NT6197218210,55.456255,-2.6028621
,368359,396696,SJ6835996696,53.466047,-2.4780803
,364125,745917,NO6412545917,56.603761,-2.5859541
,432494,112832,SU3249412832,50.914043,-1.5391591
,72948,577075,NV7294877075,54.98054,-7.1139298
,255583,198601,SS5558398601,51.667572,-4.089665
,336341,412480,SD3634112480,53.604995,-2.963532
,574132,183511,TQ7413283511,51.523668,0.50866004
,336822,353033,SJ3682253033,53.070779,-2.9443828
,290738,665842,NS9073865842,55.873311,-3.7478107
,385169,153475,ST8516953475,51.280221,-2.2140208
,337973,406656,SD3797306656,53.55285,-2.9377124
,338818,431362,SD3881831362,53.774982,-2.929836
,467529,438614,SE6752938614,53.839396,-0.97524504
,569953,334057,TF6995334057,52.877132,0.5239795
,364507,470846,SD6450770846,54.132227,-2.5446728
,353580,385790,SJ5358085790,53.366927,-2.699073
,353580,385790,SJ5358085790,53.366927,-2.699073
,353997,385705,SJ5399785705,53.366199,-2.6927943
,412616,333407,SK1261633407,52.897961,-1.8139033
,337955,405412,SD3795505412,53.541668,-2.9377368
,158786,33384,SW5878633384,50.151333,-5.3779634
,331997,408674,SD3199708674,53.570245,-3.0283393
,369888,359234,SJ6988859234,53.129412,-2.4514825
,307946,118283,ST0794618283,50.956597,-3.3120141
,267843,194294,SS6784394294,51.631888,-3.9108682
,568411,177573,TQ6841177573,51.472058,0.42344264
,312625,167514,ST1262567514,51.399904,-3.2573991
,491302,275499,SP9130275499,52.369941,-0.66039752
,350467,824466,NJ5046724466,57.30807,-2.8238235
,586759,189730,TQ8675989730,51.575493,0.69376388
,219607,727417,NN1960727417,56.404444,-4.9250081
,219607,727417,NN1960727417,56.404444,-4.9250081
,317439,713725,NO1743913725,56.308721,-3.3360334
,123488,509151,NW2348809151,54.402465,-6.2622067
,216459,88643,SX1645988643,50.66845,-4.5986721
,116129,576128,NW1612976128,54.998529,-6.440426
,358303,859511,NJ5830359511,57.623625,-2.6997602
,470183,448177,SE7018348177,53.924981,-0.93273368
,413581,290456,SP1358190456,52.511827,-1.8013173
,442000,1129500,HU4200029500,60.048091,-1.2477264
,204878,734104,NN0487834104,56.458575,-5.1682968
,266135,600844,NS6613500844,55.283477,-4.1092047
,81028,842424,NF8102842424,57.360175,-7.3067455
,254876,783125,NN5487683125,56.916637,-4.38546
,101980,586096,NW0198086096,55.079542,-6.6712752
,600294,289735,TM0029489735,52.468795,0.94730565
,496075,180599,SU9607580599,51.516154,-0.61680169
,447130,89692,SZ4713089692,50.704964,-1.3339459
,625353,273685,TM2535373685,52.314988,1.3048056
,141191,538562,NW4119138562,54.67544,-6.0160368
,298158,650900,NS9815850900,55.740738,-3.6236815
,300923,512867,NY0092312867,54.501409,-3.5314518
,452824,346221,SK5282446221,53.0107,-1.2141499
,452824,346221,SK5282446221,53.0107,-1.2141499
,538944,209199,TL3894409199,51.76424,0.012007366
,540820,178999,TQ4082078999,51.492406,0.027040389
,411560,111172,SU1156011172,50.899911,-1.8369851
,535667,242584,TL3566742584,52.065023,-0.02230998
,535667,242584,TL3566742584,52.065023,-0.02230998
,335742,552824,NY3574252824,54.866048,-3.002707
,150113,532543,NW5011332543,54.625977,-5.8728584
,438323,146697,SU3832346697,51.218192,-1.4526704
,250389,669199,NS5038969199,55.892606,-4.3939811
,451345,528361,NZ5134528361,54.64775,-1.2058281
,72992,577180,NV7299277180,54.981509,-7.1133648
,355843,427912,SD5584327912,53.745701,-2.6710328
,298654,961356,NC9865461356,58.528483,-3.7420494
,127292,562641,NW2729262641,54.883905,-6.253617
,133637,553991,NW3363753991,54.809796,-6.1470048
,284119,180079,SS8411980079,51.507722,-3.6711273
,298420,377733,SH9842077733,53.286798,-3.5252087
,251860,257661,SN5186057661,52.197223,-4.1689056
,586831,194705,TQ8683194705,51.620151,0.69744907
,348608,530601,NY4860830601,54.66785,-2.7983293
,342944,743328,NO4294443328,56.578401,-2.9303447
,250877,640340,NS5087740340,55.633682,-4.3704058
,451025,362333,SK5102562333,53.155692,-1.2384089
,129200,547323,NW2920047323,54.74766,-6.2096315
,360840,172197,ST6084072197,51.447397,-2.5648887
,418568,186806,SU1856886806,51.579813,-1.733433
,299554,347741,SH9955447741,53.017511,-3.4987867
,345631,428457,SD4563128457,53.749632,-2.8259577
,282219,183728,SS8221983728,51.540124,-3.6997127
,263239,601647,NS6323901647,55.289892,-4.1551564
,348081,677289,NT4808177289,55.985751,-2.833723
,360460,180792,ST6046080792,51.524649,-2.5713219
,360460,180792,ST6046080792,51.524649,-2.5713219
,325234,962304,ND2523462304,58.542375,-3.2860785
,443094,132424,SU4309432424,51.089517,-1.3860675
,611607,310520,TG1160710520,52.651109,1.1268442
,243298,257835,SN4329857835,52.196417,-4.2941538
,467434,155168,SU6743455168,51.291661,-1.0343128
,525794,104689,TQ2579404689,50.82808,-0.2152412
,364878,786267,NO6487886267,56.966285,-2.579251
,191575,205212,SM9157505212,51.706831,-5.017998
,256236,731409,NN5623631409,56.452852,-4.3342289
,372234,97408,SY7223497408,50.775582,-2.3951572
,517717,166986,TQ1771766986,51.389715,-0.30956478
,338821,350498,SJ3882150498,53.048227,-2.9140695
,479687,256709,SP7968756709,52.202859,-0.83539168
,413014,186119,SU1301486119,51.573791,-1.8136096
,239215,392601,SH3921592601,53.405664,-4.4201605
,446935,355163,SK4693555163,53.091622,-1.3006136
,446152,521200,NZ4615221200,54.583902,-1.287421
,303640,185362,ST0364085362,51.55888,-3.391394
,219008,652726,NS1900852726,55.734014,-4.8841719
,580868,172818,TQ8086872818,51.425506,0.600182
,355244,713277,NO5524413277,56.309781,-2.7249906
,321403,203178,SO2140303178,51.721795,-3.1392294
,351909,409621,SD5190909621,53.580963,-2.72784
,522119,437456,TA2211937456,53.819046,-0.14647171
,334280,183720,ST3428083720,51.548527,-2.949183
,336714,950114,ND3671450114,58.434738,-3.0855309
,384894,158775,ST8489458775,51.32787,-2.2181896
,52824,515310,NV5282415310,54.414335,-7.3535217
,442119,279445,SP4211979445,52.411392,-1.3822214
,327484,588675,NY2748488675,55.187015,-3.140457
,295367,678750,NS9536778750,55.990265,-3.6788731
,430430,537494,NZ3043037494,54.731512,-1.5289809
,96685,507087,NV9668507087,54.368719,-6.6716479
,278551,645431,NS7855145431,55.687104,-3.9333651
,440517,391533,SK4051791533,53.419049,-1.3918245
,193972,212565,SM9397212565,51.773738,-4.987712
,227901,562277,NX2790162277,54.925424,-4.6871753
,192406,690450,NR9240690450,56.06172,-5.3360513
,537765,199723,TQ3776599723,51.679382,-0.008810779
,338085,559225,NY3808559225,54.923857,-2.9675856
,571962,113200,TQ7196213200,50.892685,0.44373532
,172190,641550,NR7219041550,55.61405,-5.61905
,494144,229371,SP9414429371,51.954869,-0.6314441
,78992,530866,NV7899230866,54.57079,-6.968766
,433623,431801,SE3362331801,53.781457,-1.4912223
,450120,423193,SE5012023193,53.702772,-1.2422786
,288728,74835,SX8872874835,50.56264,-3.5723855
,344998,376536,SJ4499876536,53.282929,-2.8264222
,510606,178655,TQ1060678655,51.496026,-0.40807754
,482438,257043,SP8243857043,52.205457,-0.79506574
,130509,557223,NW3050957223,54.837091,-6.1985516
,291570,618905,NS9157018905,55.451953,-3.7159701
,407766,789575,NP0776689575,56.99728,-1.8738011
,381207,429690,SD8120729690,53.763219,-2.2865555
,230930,631425,NS3093031425,55.547139,-4.6814348
,97245,566181,NV9724566181,54.89833,-6.7241467
,353795,606879,NT5379506879,55.353743,-2.7302678
,498997,104022,SU9899704022,50.827282,-0.59576846
,336678,416725,SD3667816725,53.643186,-2.9593048
,141422,534979,NW4142234979,54.643439,-6.0092943
,345154,732713,NO4515432713,56.483313,-2.8921314
,322637,909733,ND2263709733,58.069888,-3.3130665
,303250,918542,ND0325018542,58.145164,-3.6451966
,303254,191696,ST0325491696,51.615748,-3.3987081
,548777,180312,TQ4877780312,51.502168,0.14212578
,371832,409339,SD7183209339,53.579881,-2.4269094
,436685,118373,SU3668518373,50.963618,-1.4789904
,432245,408040,SE3224508040,53.567984,-1.5145937
,525296,321104,TF2529621104,52.772998,-0.14412066
,479824,350738,SK7982450738,53.047956,-0.81069902
,544192,218430,TL4419218430,51.845855,0.091838041
,579287,219000,TL7928719000,51.840818,0.60109813
,440365,260913,SP4036560913,52.244927,-1.4102246
,569468,194288,TQ6946894288,51.621897,0.44669116
,344564,732870,NO4456432870,56.484654,-2.9017433
,338309,348363,SJ3830948363,53.028979,-2.9212967
,279826,639404,NS7982639404,55.633298,-3.9104582
,528032,338903,TF2803238903,52.932271,-0.096603941
,251694,611197,NS5169411197,55.372291,-4.3418496
,256642,590350,NX5664290350,55.186581,-4.2532071
,305897,968734,ND0589768734,58.596345,-3.620788
,121228,941735,NB2122841735,58.275559,-6.7567859
,420382,291541,SP2038291541,52.521371,-1.7010414
,526700,285350,TL2670085350,52.451422,-0.13700784
,467776,394781,SK6777694781,53.445448,-0.98102942
,544385,182797,TQ4438582797,51.525635,0.079910083
,371591,267221,SO7159167221,52.302368,-2.4180438
,333374,185135,ST3337485135,51.561141,-2.9625155
,333031,183925,ST3303183925,51.550223,-2.9672319
,71324,541529,NV7132441529,54.661316,-7.0988567
,88740,587124,NV8874087124,55.080626,-6.8790379
,99175,489139,SA9917589139,54.209418,-6.6153978
,346555,458609,SD4655558609,54.020701,-2.8172172
,282664,695071,NS8266495071,56.133883,-3.8895455
,347540,376597,SJ4754076597,53.283735,-2.7883095
,303089,915952,ND0308915952,58.121876,-3.6468563
,183896,869117,NG8389669117,57.659917,-5.6243282
,279800,354500,SH7980054500,53.074163,-3.7956356
,342205,332562,SJ4220532562,52.887392,-2.8603879
,473661,123479,SU7366123479,51.005991,-0.95150119
,497450,188596,SU9745088596,51.587801,-0.59477916
,525704,411176,TA2570411176,53.582115,-0.10269711
,498258,104734,SU9825804734,50.833809,-0.60606714
,344140,657352,NT4414057352,55.806199,-2.8927563
,294590,657692,NS9459057692,55.800974,-3.6831121
,411105,284152,SP1110584152,52.45521,-1.8380083
,447000,522000,NZ4700022000,54.591013,-1.2741736
,161464,32249,SW6146432249,50.142226,-5.339833
,382529,667205,NT8252967205,55.897648,-2.2809568
,293881,657597,NS9388157597,55.799966,-3.6943797
,298345,689835,NS9834589835,56.09046,-3.6353638
,396604,312804,SJ9660412804,52.712885,-2.0517065
,396604,312804,SJ9660412804,52.712885,-2.0517065
,372873,420534,SD7287320534,53.680557,-2.412167
,345887,242090,SO4588742090,52.074516,-2.7909462
,451948,524549,NZ5194824549,54.613434,-1.1971592
,480358,369197,SK8035869197,53.213767,-0.79811566
,311558,359049,SJ1155859049,53.121252,-3.3230117
,346695,430917,SD4669530917,53.77185,-2.8102501
,346934,430956,SD4693430956,53.772225,-2.806631
,416788,292692,SP1678892692,52.53184,-1.7539513
,382383,120456,ST8238320456,50.983236,-2.2523391
,321236,963110,ND2123663110,58.548906,-3.3550159
,488572,106074,SU8857206074,50.847417,-0.74325126
,368482,356627,SJ6848256627,53.105897,-2.4722376
,653136,306190,TG5313606190,52.594497,1.7361673
,584861,272449,TL8486172449,52.319007,0.71085564
,375155,860228,NJ7515560228,57.631313,-2.4177059
,330970,135064,ST3097035064,51.110695,-2.9874672
,383167,244019,SO8316744019,52.094255,-2.2471217
,380100,791000,NO8010091000,57.009711,-2.3292883
,444589,517257,NZ4458917257,54.548609,-1.3121993
,301552,524811,NY0155224811,54.608832,-3.5257439
,291337,980477,NC9133780477,58.69835,-3.8768048
,350972,394247,SJ5097294247,53.4427,-2.7395806
,454313,287877,SP5431387877,52.486116,-1.2016013
,407528,441612,SE0752841612,53.870663,-1.8869978
,436474,394306,SK3647494306,53.444267,-1.4523343
,321000,848000,NJ2100048000,57.515257,-3.3204008
,451184,433466,SE5118433466,53.794994,-1.2244652
,433241,566182,NZ3324166182,54.989125,-1.4820399
,39019,494600,SA3901994600,54.219486,-7.5402287
,476290,206089,SP7629006089,51.748313,-0.89632417
,172668,644646,NR7266844646,55.642036,-5.614034
,490943,290854,SP9094390854,52.508005,-0.66149368
,652900,304947,TG5290004947,52.583456,1.7317422
,306275,657586,NT0627557586,55.802432,-3.4967477
,59555,572350,NV5955572350,54.929299,-7.3167004
,352283,180011,ST5228380011,51.516994,-2.6890706
,592144,166704,TQ9214466704,51.366888,0.75887031
,649878,175192,TR4987875192,51.42062,1.5926746
,308888,206171,SO0888806171,51.746802,-3.3211421
,517058,134349,TQ1705834349,51.09651,-0.32969113
,400272,289946,SP0027289946,52.507409,-1.9974222
,284792,659236,NS8479259236,55.812602,-3.8399812
,399486,289883,SO9948689883,52.506842,-2.0090024
,271250,685550,NS7125085550,56.045452,-4.0684809
,538372,182235,TQ3837282235,51.522089,-0.00692993
,440320,521958,NZ4032021958,54.591211,-1.3775474
,456785,424198,SE5678524198,53.711123,-1.1411476
,136905,932771,NB3690532771,58.204951,-6.4801964
,290930,703230,NN9093003230,56.209114,-3.7599669
,59092,569961,NV5909269961,54.907608,-7.321065
,298062,658993,NS9806258993,55.813404,-3.6282387
,252989,120836,SS5298920836,50.968131,-4.0950552
,435379,114903,SU3537914903,50.932497,-1.4979227
,286568,205930,SN8656805930,51.740558,-3.6442352
,203695,685790,NS0369585790,56.02468,-5.1516272
,563035,176557,TQ6303576557,51.464504,0.34563995
,326418,865499,NJ2641865499,57.673317,-3.2353007
,313774,191119,ST1377491119,51.612273,-3.2466657
,341200,617800,NT4120017800,55.450513,-2.9311875
,85122,543266,NV8512243266,54.685672,-6.8876227
,263684,649872,NS6368449872,55.723028,-4.1718752
,407454,246828,SP0745446828,52.11972,-1.8925486
,523376,412410,TA2337612410,53.593753,-0.13735377
,623981,305949,TG2398105949,52.605121,1.3063555
,295854,625399,NS9585425399,55.511211,-3.650704
,277600,245890,SN7760045890,52.097768,-3.7882706
,388283,222154,SO8828322154,51.897807,-2.1716902
,457525,522360,NZ5752522360,54.593162,-1.1112449
,297779,167534,SS9777967534,51.3976,-3.4707452
,308050,844900,NJ0805044900,57.484975,-3.5353231
,344000,833000,NJ4400033000,57.38397,-2.9330943
,307702,208951,SO0770208951,51.771596,-3.3390553
,604556,119110,TR0455619110,50.935148,0.90990859
,232487,868453,NH3248768453,57.674663,-4.8105927
,297766,193866,SS9776693866,51.634281,-3.4785782
,443900,1142000,HU4390042000,60.160118,-1.2109388
,373982,669162,NT7398269162,55.914843,-2.4178194
,298374,90778,SX9837490778,50.707726,-3.4406195
,455709,110976,SU5570910976,50.895586,-1.2092459
,405117,183986,SU0511783986,51.554737,-1.9275893
,374646,838972,NJ7464638972,57.440358,-2.4240054
,428383,424026,SE2838324026,53.711888,-1.5714524
,464153,405024,SE6415305024,53.537956,-1.0334784
,203718,713332,NN0371813332,56.271762,-5.1715633
,311500,840500,NJ1150040500,57.446152,-3.4762073
,270740,657475,NS7074057475,55.793232,-4.0632222
,337488,185100,ST3748885100,51.561299,-2.9031705
,260000,608500,NS6000008500,55.350515,-4.2095415
,328565,866472,NJ2856566472,57.682401,-3.199603
,288235,182822,SS8823582822,51.533206,-3.6127163
,301279,185404,ST0127985404,51.558849,-3.4254521
,292131,665673,NS9213165673,55.872107,-3.7254917
,384615,708641,NO8461508641,56.27,-2.2500012
,561216,321368,TF6121621368,52.765851,0.38801983
,268466,590107,NX6846690107,55.187688,-4.0675204
,266701,592862,NX6670192862,55.211954,-4.0965223
,283668,672320,NS8366872320,55.929828,-3.8635273
,139634,563503,NW3963463503,54.898209,-6.0625092
,250105,63417,SX5010563417,50.451392,-4.1127645
,320901,585871,NY2090185871,55.160814,-3.2430373
,266021,587733,NX6602187733,55.165713,-4.1047706
,312306,196957,ST1230696957,51.664524,-3.2693256
,393642,407045,SD9364207045,53.559985,-2.0974546
,262641,612007,NS6264112007,55.38275,-4.1696459
,502619,366273,TF0261966273,53.183667,-0.46581765
,307867,169737,ST0786769737,51.419133,-3.3263541
,405947,244721,SP0594744721,52.100795,-1.9145945
,335000,596000,NY3500096000,55.253873,-3.0241244
,548813,268542,TL4881368542,52.294856,0.18070019
,480997,361123,SK8099761123,53.14111,-0.79059141
,176171,666802,NR7617166802,55.842348,-5.5766413
,345637,428615,SD4563728615,53.751053,-2.8258946
,314077,206445,SO1407706445,51.750086,-3.2460679
,490942,276374,SP9094276374,52.377865,-0.66544656
,708047,312194,SV0000000000,52.619997,2.5499934
,444322,273238,SP4432273238,52.355421,-1.3506554
,496365,476952,SE9636576952,54.17931,-0.52502814
,322487,178507,ST2248778507,51.500164,-3.1180762
,339586,328910,SJ3958628910,52.854279,-2.8986273
